id,student_id,content,wording
0,000e8c3c7ddb,0.205682506482641,0.380537638762288
1,0020ae56ffbf,-0.548304076980462,0.506755353548534
2,004e978e639e,3.12892846350062,4.23122555224945
3,005ab0199905,-0.210613934166593,-0.471414826967448
4,0070c9e7af47,3.27289414977436,3.21975651022738
5,0071d51dab6d,0.205682506482641,0.380537638762288
6,0072b649a88c,0.205682506482641,0.380537638762288
7,00746c7c79c3,-0.878888575477238,-0.966329824896367
8,00791789cc1f,-0.210613934166593,-0.471414826967448
9,0086ef22de8f,-0.970236693352702,-0.417058297304168
10,0089072f5fea,-1.54716321678788,-1.46124482282529
11,008db54e7cbc,1.21654651683248,1.16691380031605
12,008efab52a76,-0.0661115030294547,-0.715082996363196
13,0094589c7a22,-0.387791203829632,-0.584181287616185
14,0095993991fe,0.205682506482641,0.380537638762288
15,00b8461e9c37,-1.23628174790795,-0.285223272398717
16,00b87aefa398,-0.523082081275729,-0.40749053426627
17,00c1fbe36287,2.44387664644393,1.37701297759911
18,00c20c6ddd23,0.567974905138678,0.969062430405462
19,00cd5736026a,0.0888824040334871,-0.594710121694779
20,00d40ad10dc9,-0.910596475636499,-0.0817694380946405
21,00d98b8ff756,-0.687287542029713,-0.460885992888853
22,00db6d2b9222,-1.54716321678788,-1.46124482282529
23,00dccd666d09,-0.382272237741744,-1.79549080344932
24,00f619554d06,1.43949854054862,0.620322317058425
25,00f737d5995a,-0.382272237741744,-1.79549080344932
26,00fca047f40f,-0.382272237741744,-1.79549080344932
27,01027180ef7c,-1.11420237962644,0.594410744717903
28,0106a4b99776,1.19964242006474,1.07890647099528
29,01107606fff1,-0.153454049433642,0.168544074280091
30,01109df64bc1,-1.54716321678788,-1.46124482282529
31,011aafbaae84,0.814316930077083,0.54016377748168
32,011acba6c31c,-1.26421406546489,-1.50507251840997
33,011c4e8b05fa,-0.8619844787095,-0.878322495575601
34,0142359ac945,0.675870209891233,0.340323303670616
35,0145cf4a4734,-1.07261303201737,-0.999628686402458
36,014641297f63,-0.531756890103371,0.427287754405887
37,014716dbff74,1.99023612991243,1.33775971354814
38,014da834aab7,0.670351243803345,1.55163281950375
39,014e2395b3c4,1.3760827402301,2.38944309066188
40,016714bf867a,-1.54716321678788,-1.46124482282529
41,01845ca325d8,0.205682506482641,0.380537638762288
42,018e63c013d6,-0.376762983040429,0.547660629074304
43,0199748028c8,-1.51923089923094,-0.241395576814033
44,01a1b42b0290,0.0888824040334871,-0.594710121694779
45,01ac72b9619b,-0.210613934166593,-0.471414826967448
46,01d1125755ab,-1.20457384774869,-1.16978365920044
47,01d303ea2f62,0.735203671612992,2.34657646611789
48,01da89be5c64,-1.54716321678788,-1.46124482282529
49,01de02d67dc5,-0.819248357761036,-0.63104096568684
50,01dea6804ab3,0.0292421863172845,-0.929998980904307
51,01f1e75c4a5a,-0.456955959104999,-0.0425161740436652
